20/06/2020 11:39:51:347760: <socket.socket fd=668, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 53461), raddr=('127.0.0.1', 40001)>: LOGIN asd asd
20/06/2020 14:18:14:145870: <socket.socket fd=512, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54201), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:18:45:600225: <socket.socket fd=512, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54201), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:18:48:386595: <socket.socket fd=512, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54201), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:19:03:248284: <socket.socket fd=512, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54201), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:47:11:318475: <socket.socket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54356), raddr=('127.0.0.1', 40001)>: LOGIN a a
20/06/2020 14:47:13:117681: <socket.socket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54356), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:47:13:117681: <socket.socket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54356), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 14:47:13:119700: <socket.socket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54356), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 14:47:29:522950: <socket.socket fd=464, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54358), raddr=('127.0.0.1', 40001)>: LOGIN a a
20/06/2020 14:47:30:843410: <socket.socket fd=464, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54358), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:47:30:850968: <socket.socket fd=464, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54358), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 14:47:30:851499: <socket.socket fd=464, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54358), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 14:47:43:659625: <socket.socket fd=464, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54358), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 14:47:43:659625: <socket.socket fd=464, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54358), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 14:50:14:295642: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: REGISTER a a a a
20/06/2020 14:50:18:780384: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: LOGIN a a
20/06/2020 14:50:19:721883: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:50:19:722882: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 14:50:19:722882: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 14:50:22:901655: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 14:50:22:901655: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 14:50:34:060904: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: ADD_BALANCE 122
20/06/2020 14:50:46:704686: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 14:50:46:705684: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 14:50:47:891441: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:50:49:264021: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 14:50:49:264021: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 14:50:50:249386: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:50:51:674912: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:50:53:140692: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:50:54:509714: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 14:50:54:509714: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 14:50:56:174349: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:51:01:082547: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:51:11:698465: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: COUPON_BUY 1&2&3&4&5&6
20/06/2020 14:51:14:738577: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:51:20:189010: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 14:51:20:189010: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 14:51:27:318432: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:51:57:113384: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:51:59:361791: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:52:02:505545: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:52:03:002937: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:52:44:446276: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 14:52:44:446276: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 14:53:04:405605: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:53:10:856118: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 14:53:10:856118: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 14:53:23:846240: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: ADD_BALANCE 122
20/06/2020 14:53:27:130546: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 14:53:27:130546: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 14:53:27:979486: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 14:53:27:979486: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 14:53:28:162994: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 14:53:28:163992: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 14:53:29:221001: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:53:37:855513: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: COUPON_BUY 1&2&3&41&32&43
20/06/2020 14:53:40:034396: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:53:40:685726: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:53:42:955199: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 14:53:42:955199: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 14:53:56:222616: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:53:58:603401: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:53:59:695551: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:54:00:240992: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:54:01:366356: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:54:04:037676: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 14:54:04:037676: <socket.socket fd=788, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54383), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 14:54:50:525823: <socket.socket fd=704, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54405), raddr=('127.0.0.1', 40001)>: LOGIN a a
20/06/2020 14:54:51:610464: <socket.socket fd=704, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54405), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:54:51:611443: <socket.socket fd=704, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54405), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 14:54:51:611443: <socket.socket fd=704, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54405), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 14:55:28:211640: <socket.socket fd=704, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54405), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:55:29:316158: <socket.socket fd=704, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54405), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:55:32:002260: <socket.socket fd=704, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54405), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 14:55:55:767719: <socket.socket fd=704, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54405), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 15:03:57:947267: <socket.socket fd=732, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54440), raddr=('127.0.0.1', 40001)>: LOGIN a a
20/06/2020 15:03:58:847110: <socket.socket fd=732, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54440), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 15:03:58:854131: <socket.socket fd=732, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54440), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 15:03:58:854131: <socket.socket fd=732, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 54440), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 16:51:24:401408: <ssl.SSLSocket fd=684, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55006), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 16:51:27:876410: <ssl.SSLSocket fd=684, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55006), raddr=('127.0.0.1', 40001)>: LOGIN a a
20/06/2020 16:51:29:293585: <ssl.SSLSocket fd=684, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55006), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 16:51:29:293585: <ssl.SSLSocket fd=684, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55006), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 16:51:29:293585: <ssl.SSLSocket fd=684, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55006), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 16:52:54:450082: <ssl.SSLSocket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55010), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 16:52:58:984011: <ssl.SSLSocket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55010), raddr=('127.0.0.1', 40001)>: LOGIN a a
20/06/2020 16:53:09:190676: <ssl.SSLSocket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55010), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 16:53:09:190676: <ssl.SSLSocket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55010), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 16:53:09:190676: <ssl.SSLSocket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55010), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 16:53:09:190676: <ssl.SSLSocket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55010), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 16:54:44:229519: <ssl.SSLSocket fd=644, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55011), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 16:55:19:201343: <ssl.SSLSocket fd=444, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55013), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:01:12:612925: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55018), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:01:17:003100: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55018), raddr=('127.0.0.1', 40001)>: LOGIN a a
20/06/2020 17:01:18:075674: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55018), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:01:18:076672: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55018), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 17:01:18:077671: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55018), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 17:01:18:077671: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55018), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:01:35:394378: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55018), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 17:01:37:259995: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55018), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 17:01:37:449743: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55018), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 17:01:37:606000: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55018), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 17:01:40:535963: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55018), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:01:41:404946: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55018), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:01:41:576785: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55018), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:01:46:770737: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55018), raddr=('127.0.0.1', 40001)>: LOGOUT
20/06/2020 17:01:47:538707: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55018), raddr=('127.0.0.1', 40001)>: LOGOUT
20/06/2020 17:01:48:006210: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55018), raddr=('127.0.0.1', 40001)>: LOGOUT
20/06/2020 17:01:48:209290: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55018), raddr=('127.0.0.1', 40001)>: LOGOUT
20/06/2020 17:05:58:040488: <socket.socket fd=680, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55021), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:06:00:575870: <socket.socket fd=680, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55021), raddr=('127.0.0.1', 40001)>: LOGIN a a
20/06/2020 17:06:01:612604: <socket.socket fd=680, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55021), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:06:01:612604: <socket.socket fd=680, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55021), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 17:06:01:612604: <socket.socket fd=680, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55021), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 17:06:01:612604: <socket.socket fd=680, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55021), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:10:19:614116: <socket.socket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55025), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:11:54:476750: <socket.socket fd=648, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55027), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 17:12:02:028375: <socket.socket fd=648, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55027), raddr=('127.0.0.1', 40001)>: LOGIN a a
20/06/2020 17:12:03:541284: <socket.socket fd=648, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55027), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 17:12:03:542281: <socket.socket fd=648, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55027), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 17:12:03:543280: <socket.socket fd=648, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55027), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 17:12:12:402192: <socket.socket fd=648, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55027), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 17:12:12:402192: <socket.socket fd=648, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55027), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 17:12:12:423135: <socket.socket fd=648, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55027), raddr=('127.0.0.1', 40001)>: MY_COUPONS
